ID,latitude,longitude,altitude,division,district,upazila,union,area,b2id,site_type,registered,locationssid,block_id,m_id,households,population,log10pop,d4_origin_state,d4_origin_state_rakhine,d5_origin_district,healthWalk_enc,priority1,priority2,priority3,l_fuel,l_education,l_food,l_healthcare,l_jobs,mobility,l_nfis,pss,l_safety,l_sanitation,l_shelter,skills,l_water,other
559,21.210926,92.151855,-29.806833,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3182,Collective,No,CXB-202,CXB-202-005,M-ID-0846,113,458,2.660866,Rakhine,1,Maungdaw,15 mins walk or less,Cooking fuel and firewood,Food assistance,Psychosocial support,1,0,2,0,0,0,0,3,0,0,0,0,0,0
560,21.212826,92.152748,-31.023809,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3186,Collective,No,CXB-202,CXB-202-006,M-ID-0851,64,250,2.397940,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Shelter,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,2,0,0,0
561,21.209984,92.152168,-43.163799,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3183,Collective,No,CXB-202,CXB-202-007,M-ID-0854,96,441,2.644439,Rakhine,1,Maungdaw,15 mins walk or less,Cooking fuel and firewood,Food assistance,Psychosocial support,1,0,2,0,0,0,0,3,0,0,0,0,0,0
562,21.212740,92.152199,-28.221397,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3186,Collective,No,CXB-202,CXB-202-008,M-ID-0859,126,537,2.729974,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Shelter,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,2,0,0,0
563,21.212410,92.153267,-37.578163,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3186,Collective,No,CXB-202,CXB-202-009,M-ID-0860,102,404,2.606381,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Cooking fuel and firewood,Safety and security,2,0,1,0,0,0,0,0,3,0,0,0,0,0
564,21.211517,92.150688,-42.802330,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3182,Collective,No,CXB-202,CXB-202-010,M-ID-0863,115,491,2.691082,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Shelter,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,2,0,0,0
565,21.211929,92.150925,-39.571720,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3182,Collective,No,CXB-202,CXB-202-011,M-ID-0864,138,568,2.754348,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Cooking fuel and firewood,Shelter,2,0,1,0,0,0,0,0,0,0,3,0,0,0
566,21.212118,92.151840,-42.914032,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3193,Collective,No,CXB-202,CXB-202-012,M-ID-0865,116,451,2.654176,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Cooking fuel and firewood,Job opportunities,2,0,1,0,3,0,0,0,0,0,0,0,0,0
567,21.211296,92.151566,-37.398308,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3182,Collective,No,CXB-202,CXB-202-013,M-ID-0866,98,411,2.613842,Rakhine,1,Maungdaw,16 to 30 mins walk,Food assistance,Safety and security,Cooking fuel and firewood,3,0,1,0,0,0,0,0,2,0,0,0,0,0
568,21.210810,92.153114,-33.977520,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3183,Collective,No,CXB-202,CXB-202-014,M-ID-0867,68,255,2.406540,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Water,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,0,0,2,0
569,21.210539,92.152763,-36.210991,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3183,Collective,No,CXB-202,CXB-202-015,M-ID-0869,112,448,2.651278,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Water,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,0,0,2,0
570,21.210384,92.151855,-45.270840,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3183,Collective,No,CXB-202,CXB-202-016,M-ID-0872,88,400,2.602060,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Water,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,0,0,2,0
571,21.211493,92.152710,-32.094028,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3193,Collective,No,CXB-202,CXB-202-017,M-ID-0874,82,324,2.510545,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Cooking fuel and firewood,Job opportunities,2,0,1,0,3,0,0,0,0,0,0,0,0,0
572,21.213156,92.152725,-29.396343,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3186,Collective,No,CXB-202,CXB-202-018,M-ID-0875,121,476,2.677607,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Shelter,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,2,0,0,0
573,21.211990,92.153015,-37.908928,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3193,Collective,No,CXB-202,CXB-202-019,M-ID-0876,105,381,2.580925,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Cooking fuel and firewood,Job opportunities,2,0,1,0,3,0,0,0,0,0,0,0,0,0
574,21.214989,92.150414,-42.361465,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3181,Collective,No,CXB-202,CXB-202-020,M-ID-1622,65,287,2.457882,Rakhine,1,Maungdaw,15 mins walk or less,Water,Shelter,Healthcare,0,0,0,3,0,0,0,0,0,0,2,0,1,0
575,21.214558,92.149727,-40.995037,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3185,Collective,No,CXB-202,CXB-202-021,M-ID-1623,137,536,2.729165,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Cooking fuel and firewood,Job opportunities,2,0,1,0,3,0,0,0,0,0,0,0,0,0
576,21.213324,92.151199,-37.480530,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3181,Collective,No,CXB-202,CXB-202-022,M-ID-1584,128,610,2.785330,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Shelter,Healthcare,0,0,1,3,0,0,0,0,0,0,2,0,0,0
577,21.213797,92.150551,-32.969582,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3185,Collective,No,CXB-202,CXB-202-023,M-ID-1585,104,475,2.676694,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Cooking fuel and firewood,Job opportunities,2,0,1,0,3,0,0,0,0,0,0,0,0,0
578,21.213493,92.149887,-40.426445,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3185,Collective,No,CXB-202,CXB-202-024,M-ID-1586,96,451,2.654176,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Cooking fuel and firewood,Job opportunities,2,0,1,0,3,0,0,0,0,0,0,0,0,0
579,21.214247,92.149109,-37.346973,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3185,Collective,No,CXB-202,CXB-202-025,M-ID-1587,87,432,2.635484,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Cooking fuel and firewood,Job opportunities,2,0,1,0,3,0,0,0,0,0,0,0,0,0
580,21.213089,92.151131,-35.058666,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3185,Collective,No,CXB-202,CXB-202-026,M-ID-1612,86,365,2.562293,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Cooking fuel and firewood,Job opportunities,2,0,1,0,3,0,0,0,0,0,0,0,0,0
581,21.214842,92.151619,-34.230713,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3192,Collective,No,CXB-202,CXB-202-027,M-ID-0862,85,393,2.594393,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Shelter,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,2,0,0,0
582,21.213934,92.151581,-38.317066,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3181,Collective,No,CXB-202,CXB-202-028,M-ID-0879,140,616,2.789581,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Sanitation,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,2,0,0,0,0
583,21.218321,92.150032,-31.397865,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3187,Collective,No,CXB-202,CXB-202-029,M-ID-1647,70,282,2.450249,Rakhine,1,Maungdaw,15 mins walk or less,Water,Shelter,Cooking fuel and firewood,3,0,0,0,0,0,0,0,0,0,2,0,1,0
584,21.218016,92.150368,-34.100163,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3187,Collective,No,CXB-202,CXB-202-031,M-ID-1645,110,435,2.638489,Rakhine,1,Maungdaw,16 to 30 mins walk,Food assistance,Shelter,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,2,0,0,0
585,21.213133,92.154053,-24.456451,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3196,Collective,No,CXB-202,CXB-202-032,M-ID-0843,100,389,2.589950,Rakhine,1,Maungdaw,16 to 30 mins walk,Water,Education for children,Cooking fuel and firewood,3,2,0,0,0,0,0,0,0,0,0,0,1,0
586,21.214453,92.152847,-23.524717,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3195,Collective,No,CXB-202,CXB-202-033,M-ID-0847,108,388,2.588832,Rakhine,1,Maungdaw,16 to 30 mins walk,Education for children,Cooking fuel and firewood,Healthcare,2,1,0,3,0,0,0,0,0,0,0,0,0,0
587,21.214003,92.154289,-27.203400,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3196,Collective,No,CXB-202,CXB-202-034,M-ID-0848,104,461,2.663701,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Water,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,0,0,2,0
588,21.214220,92.153366,-28.542980,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3195,Collective,No,CXB-202,CXB-202-035,M-ID-0849,79,296,2.471292,Rakhine,1,Maungdaw,16 to 30 mins walk,Water,Sanitation,Education for children,0,3,0,0,0,0,0,0,0,2,0,0,1,0
589,21.213982,92.152489,-25.651628,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3195,Collective,No,CXB-202,CXB-202-036,M-ID-0850,134,625,2.795880,Rakhine,1,Maungdaw,16 to 30 mins walk,Education for children,Cooking fuel and firewood,Water,2,1,0,0,0,0,0,0,0,0,0,0,3,0
590,21.215359,92.151955,-29.755733,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3192,Collective,No,CXB-202,CXB-202-037,M-ID-0852,177,792,2.898725,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Water,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,0,0,2,0
591,21.215708,92.151558,-28.251717,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3192,Collective,No,CXB-202,CXB-202-038,M-ID-0853,104,468,2.670246,Rakhine,1,Maungdaw,15 mins walk or less,Water,Shelter,Cooking fuel and firewood,3,0,0,0,0,0,0,0,0,0,2,0,1,0
592,21.214025,92.154152,-35.208218,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3196,Collective,No,CXB-202,CXB-202-039,M-ID-0856,111,485,2.685742,Rakhine,1,Maungdaw,16 to 30 mins walk,Cooking fuel and firewood,Food assistance,Safety and security,1,0,2,0,0,0,0,0,3,0,0,0,0,0
593,21.213751,92.152206,-35.450089,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3181,Collective,No,CXB-202,CXB-202-040,M-ID-0857,150,600,2.778151,Rakhine,1,Maungdaw,15 mins walk or less,Water,Shelter,Healthcare,0,0,0,3,0,0,0,0,0,0,2,0,1,0
594,21.214931,92.150963,-27.584732,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3192,Collective,No,CXB-202,CXB-202-041,M-ID-0858,182,784,2.894316,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Sanitation,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,2,0,0,0,0
595,21.215195,92.151398,-32.100662,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3192,Collective,No,CXB-202,CXB-202-042,M-ID-0861,106,429,2.632457,Rakhine,1,Maungdaw,15 mins walk or less,Water,Sanitation,Education for children,0,3,0,0,0,0,0,0,0,2,0,0,1,0
596,21.213093,92.153824,-21.549610,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3196,Collective,No,CXB-202,CXB-202-043,M-ID-0868,81,347,2.540329,Rakhine,1,Maungdaw,16 to 30 mins walk,Water,Education for children,Cooking fuel and firewood,3,2,0,0,0,0,0,0,0,0,0,0,1,0
597,21.213160,92.153557,-29.738096,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3196,Collective,No,CXB-202,CXB-202-044,M-ID-0870,85,375,2.574031,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Shelter,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,2,0,0,0
598,21.213173,92.153297,-34.899437,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3186,Collective,No,CXB-202,CXB-202-045,M-ID-0871,106,415,2.618048,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Shelter,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,2,0,0,0
599,21.214148,92.153732,-28.523491,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3195,Collective,No,CXB-202,CXB-202-046,M-ID-0873,81,344,2.536558,Rakhine,1,Maungdaw,15 mins walk or less,Education for children,Cooking fuel and firewood,Healthcare,2,1,0,3,0,0,0,0,0,0,0,0,0,0
600,21.214989,92.152313,-35.915451,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3195,Collective,No,CXB-202,CXB-202-047,M-ID-0877,116,460,2.662758,Rakhine,1,Maungdaw,16 to 30 mins walk,Education for children,Cooking fuel and firewood,Healthcare,2,1,0,3,0,0,0,0,0,0,0,0,0,0
601,21.213491,92.154251,-22.386410,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3196,Collective,No,CXB-202,CXB-202-048,M-ID-0878,145,664,2.822168,Rakhine,1,Maungdaw,16 to 30 mins walk,Water,Education for children,Cooking fuel and firewood,3,2,0,0,0,0,0,0,0,0,0,0,1,0
602,21.213797,92.155281,-25.265738,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3194,Collective,No,CXB-202,CXB-202-049,M-ID-0935,45,176,2.245513,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Water,Education for children,0,3,1,0,0,0,0,0,0,0,0,0,2,0
603,21.213573,92.154846,-29.367058,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3194,Collective,No,CXB-202,CXB-202-050,M-ID-0937,107,399,2.600973,Rakhine,1,Maungdaw,16 to 30 mins walk,Food assistance,Cooking fuel and firewood,Job opportunities,2,0,1,0,3,0,0,0,0,0,0,0,0,0
604,21.213938,92.154953,-28.187077,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3194,Collective,No,CXB-202,CXB-202-051,M-ID-0944,78,328,2.515874,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Education for children,Cooking fuel and firewood,3,2,1,0,0,0,0,0,0,0,0,0,0,0
605,21.215776,92.149559,-29.365513,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3191,Collective,No,CXB-202,CXB-202-052,M-ID-1621,116,460,2.662758,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Cooking fuel and firewood,Shelter,2,0,1,0,0,0,0,0,0,0,3,0,0,0
606,21.215410,92.149811,-26.719706,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3191,Collective,No,CXB-202,CXB-202-053,M-ID-1580,98,402,2.604226,Rakhine,1,Maungdaw,15 mins walk or less,Shelter,Cooking fuel and firewood,Education for children,2,3,0,0,0,0,0,0,0,0,1,0,0,0
607,21.216215,92.150299,-30.739979,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3187,Collective,No,CXB-202,CXB-202-054,M-ID-1581,49,201,2.303196,Rakhine,1,Maungdaw,15 mins walk or less,Shelter,Food assistance,Cooking fuel and firewood,3,0,2,0,0,0,0,0,0,0,1,0,0,0
608,21.217632,92.151070,-25.874331,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3187,Collective,No,CXB-202,CXB-202-055,M-ID-1605,103,405,2.607455,Rakhine,1,Maungdaw,15 mins walk or less,Water,Sanitation,Cooking fuel and firewood,3,0,0,0,0,0,0,0,0,2,0,0,1,0
609,21.215921,92.148430,-37.057941,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3191,Collective,No,CXB-202,CXB-202-056,M-ID-1644,44,184,2.264818,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Shelter,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,2,0,0,0
610,21.216413,92.148666,-35.964180,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3191,Collective,No,CXB-202,CXB-202-057,M-ID-1643,86,331,2.519828,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Cooking fuel and firewood,Shelter,2,0,1,0,0,0,0,0,0,0,3,0,0,0
611,21.211643,92.157448,-32.782764,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3184,Collective,No,CXB-202,CXB-202-058,M-ID-0958,94,474,2.675778,Rakhine,1,Maungdaw,15 mins walk or less,Cooking fuel and firewood,Job opportunities,Safety and security,1,0,0,0,2,0,0,0,3,0,0,0,0,0
612,21.211441,92.156319,-27.123444,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3504,Collective,No,CXB-202,CXB-202-059,M-ID-0959,90,395,2.596597,Rakhine,1,Maungdaw,15 mins walk or less,Cooking fuel and firewood,Safety and security,Water,1,0,0,0,0,0,0,0,2,0,0,0,3,0
613,21.211782,92.155922,-39.003593,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3184,Collective,No,CXB-202,CXB-202-060,M-ID-0960,100,451,2.654176,Rakhine,1,Maungdaw,15 mins walk or less,Cooking fuel and firewood,Water,Safety and security,1,0,0,0,0,0,0,0,3,0,0,0,2,0
614,21.211132,92.155495,-26.496115,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3188,Collective,No,CXB-202,CXB-202-061,M-ID-0961,87,350,2.544068,Rakhine,1,Maungdaw,15 mins walk or less,Cooking fuel and firewood,Job opportunities,Safety and security,1,0,0,0,2,0,0,0,3,0,0,0,0,0
615,21.211037,92.156471,-26.362358,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3504,Collective,No,CXB-202,CXB-202-062,M-ID-0962,118,560,2.748188,Rakhine,1,Maungdaw,15 mins walk or less,Cooking fuel and firewood,Job opportunities,Safety and security,1,0,0,0,2,0,0,0,3,0,0,0,0,0
616,21.210913,92.157219,-24.817156,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3504,Collective,No,CXB-202,CXB-202-063,M-ID-0963,106,500,2.698970,Rakhine,1,Maungdaw,15 mins walk or less,Cooking fuel and firewood,Job opportunities,Sanitation,1,0,0,0,2,0,0,0,0,3,0,0,0,0
617,21.210608,92.155617,-31.128195,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3188,Collective,No,CXB-202,CXB-202-064,M-ID-0964,100,523,2.718502,Rakhine,1,Maungdaw,15 mins walk or less,Cooking fuel and firewood,Water,Education for children,1,3,0,0,0,0,0,0,0,0,0,0,2,0
618,21.211861,92.156372,-28.286070,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3184,Collective,No,CXB-202,CXB-202-065,M-ID-0967,106,446,2.649335,Rakhine,1,Maungdaw,15 mins walk or less,Cooking fuel and firewood,Healthcare,Safety and security,1,0,0,2,0,0,0,0,3,0,0,0,0,0
619,21.210598,92.156036,-28.819120,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3188,Collective,No,CXB-202,CXB-202-066,M-ID-0969,108,446,2.649335,Rakhine,1,Maungdaw,15 mins walk or less,Cooking fuel and firewood,Water,Food assistance,1,0,3,0,0,0,0,0,0,0,0,0,2,0
620,21.211185,92.156120,-28.722591,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3188,Collective,No,CXB-202,CXB-202-067,M-ID-0966,116,511,2.708421,Rakhine,1,Maungdaw,15 mins walk or less,Cooking fuel and firewood,Job opportunities,Safety and security,1,0,0,0,2,0,0,0,3,0,0,0,0,0
621,21.211702,92.156578,-32.705265,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3184,Collective,No,CXB-202,CXB-202-068,M-ID-0968,101,465,2.667453,Rakhine,1,Maungdaw,15 mins walk or less,Cooking fuel and firewood,Sanitation,Healthcare,1,0,0,3,0,0,0,0,0,2,0,0,0,0
622,21.211794,92.154488,-27.878105,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3189,Collective,No,CXB-202,CXB-202-069,M-ID-0127,93,405,2.607455,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Cooking fuel and firewood,Safety and security,2,0,1,0,0,0,0,0,3,0,0,0,0,0
623,21.212322,92.153824,-21.336939,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3189,Collective,No,CXB-202,CXB-202-070,M-ID-0839,141,501,2.699838,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Cooking fuel and firewood,Safety and security,2,0,1,0,0,0,0,0,3,0,0,0,0,0
624,21.212519,92.154930,-28.161816,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3189,Collective,No,CXB-202,CXB-202-071,M-ID-0840,112,443,2.646404,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Cooking fuel and firewood,Safety and security,2,0,1,0,0,0,0,0,3,0,0,0,0,0
625,21.212629,92.154610,-27.252172,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3189,Collective,No,CXB-202,CXB-202-072,M-ID-0842,130,525,2.720159,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Cooking fuel and firewood,Safety and security,2,0,1,0,0,0,0,0,3,0,0,0,0,0
626,21.212730,92.157745,-27.901989,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3190,Collective,No,CXB-202,CXB-202-073,M-ID-0917,95,390,2.591065,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Water,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,0,0,2,0
627,21.212999,92.155869,-31.966290,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3465,Collective,No,CXB-202,CXB-202-074,M-ID-0918,155,616,2.789581,Rakhine,1,Maungdaw,15 mins walk or less,Water,Cooking fuel and firewood,Job opportunities,2,0,0,0,3,0,0,0,0,0,0,0,1,0
628,21.212053,92.157669,-28.930315,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3184,Collective,No,CXB-202,CXB-202-075,M-ID-0919,162,682,2.833784,Rakhine,1,Maungdaw,15 mins walk or less,Cooking fuel and firewood,Job opportunities,Water,1,0,0,0,2,0,0,0,0,0,0,0,3,0
629,21.213310,92.155785,-32.067448,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3465,Collective,No,CXB-202,CXB-202-076,M-ID-0920,79,335,2.525045,Rakhine,1,Maungdaw,15 mins walk or less,Cooking fuel and firewood,Job opportunities,Sanitation,1,0,0,0,2,0,0,0,0,3,0,0,0,0
630,21.212742,92.156815,-22.337437,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3190,Collective,No,CXB-202,CXB-202-077,M-ID-0921,183,740,2.869232,Rakhine,1,Maungdaw,15 mins walk or less,Water,Food assistance,Cooking fuel and firewood,3,0,2,0,0,0,0,0,0,0,0,0,1,0
631,21.213158,92.155304,-27.946466,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3194,Collective,No,CXB-202,CXB-202-078,M-ID-0922,82,326,2.513218,Rakhine,1,Maungdaw,16 to 30 mins walk,Water,Education for children,Cooking fuel and firewood,3,2,0,0,0,0,0,0,0,0,0,0,1,0
632,21.212940,92.157425,-31.467449,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3190,Collective,No,CXB-202,CXB-202-079,M-ID-0923,129,540,2.732394,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Cooking fuel and firewood,Shelter,2,0,1,0,0,0,0,0,0,0,3,0,0,0
633,21.212551,92.155167,-27.770153,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3189,Collective,No,CXB-202,CXB-202-080,M-ID-0924,80,400,2.602060,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Shelter,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,2,0,0,0
634,21.213215,92.156517,-21.093079,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3190,Collective,No,CXB-202,CXB-202-081,M-ID-0925,40,163,2.212188,Rakhine,1,Maungdaw,15 mins walk or less,Shelter,Cooking fuel and firewood,Food assistance,2,0,3,0,0,0,0,0,0,0,1,0,0,0
635,21.213884,92.156075,-27.040783,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3465,Collective,No,CXB-202,CXB-202-082,M-ID-0926,64,284,2.453318,Rakhine,1,Maungdaw,15 mins walk or less,Water,Cooking fuel and firewood,Shelter,2,0,0,0,0,0,0,0,0,0,3,0,1,0
636,21.212811,92.156387,-28.620417,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3190,Collective,No,CXB-202,CXB-202-083,M-ID-0928,144,600,2.778151,Rakhine,1,Maungdaw,15 mins walk or less,Shelter,Food assistance,Cooking fuel and firewood,3,0,2,0,0,0,0,0,0,0,1,0,0,0
637,21.213354,92.156174,-31.389753,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3465,Collective,No,CXB-202,CXB-202-084,M-ID-0929,51,205,2.311754,Rakhine,1,Maungdaw,15 mins walk or less,Cooking fuel and firewood,Water,Job opportunities,1,0,0,0,3,0,0,0,0,0,0,0,2,0
638,21.215132,92.148972,-34.971283,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3191,Collective,No,CXB-202,CXB-202-085,M-ID-2152,75,335,2.525045,Rakhine,1,Maungdaw,15 mins walk or less,Shelter,Cooking fuel and firewood,Water,2,0,0,0,0,0,0,0,0,0,1,0,3,0
639,21.211933,92.153763,-26.533787,Chattogram,Cox's Bazar,Ukhia,Palong Khali,MEG,MEG_3189,Collective,No,CXB-202,CXB-202-086,M-ID-2200,82,282,2.450249,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Shelter,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,2,0,0,0
